#family	upstream	reference	target
KeepName	com.badlogic.gdx.graphics.g3d.ModelInstance#getMaterial(String,boolean)	def getMaterial	
KeepName	com.badlogic.gdx.graphics.g3d.ModelInstance#getNode(String)	def getNode	
KeepName	com.badlogic.gdx.graphics.g3d.ModelInstance#getNode(String,boolean)	def getNode	
KeepName	com.badlogic.gdx.graphics.g3d.ModelInstance#getNode(String,boolean,boolean)	def getNode	
KeepName	com.badlogic.gdx.graphics.g3d.ModelInstance#getRenderable(Renderable)	def getRenderable	
KeepName	com.badlogic.gdx.graphics.g3d.ModelInstance#getRenderable(Renderable,Node)	def getRenderable	
KeepName	com.badlogic.gdx.graphics.g3d.ModelInstance#getRenderable(Renderable,Node,NodePart)	def getRenderable	
KeepName	com.badlogic.gdx.graphics.g3d.ModelInstance#getRenderables(Array,Pool)	def getRenderables	
KeepName	com.badlogic.gdx.graphics.g3d.ModelInstance#getRenderables(Node,Array,Pool)	def getRenderables	
KeepName	com.badlogic.gdx.graphics.g3d.RenderableProvider#getRenderables	def getRenderables	
KeepName	com.badlogic.gdx.graphics.g3d.decals.CameraGroupStrategy#getGroupShader	def getGroupShader	
KeepName	com.badlogic.gdx.graphics.g3d.decals.Decal#setBlending	def setBlending	
KeepName	com.badlogic.gdx.graphics.g3d.decals.Decal#setColor(float,float,float,float)	def setColor	
KeepName	com.badlogic.gdx.graphics.g3d.decals.Decal#setDimensions	def setDimensions	
KeepName	com.badlogic.gdx.graphics.g3d.decals.Decal#setPackedColor	def setPackedColor	
KeepName	com.badlogic.gdx.graphics.g3d.decals.Decal#setPosition(float,float,float)	def setPosition	
KeepName	com.badlogic.gdx.graphics.g3d.decals.Decal#setRotation(Vector3,Vector3)	def setRotation	
KeepName	com.badlogic.gdx.graphics.g3d.decals.Decal#setRotation(float,float,float)	def setRotation	
KeepName	com.badlogic.gdx.graphics.g3d.decals.Decal#setRotationX	def setRotationX	
KeepName	com.badlogic.gdx.graphics.g3d.decals.Decal#setRotationY	def setRotationY	
KeepName	com.badlogic.gdx.graphics.g3d.decals.Decal#setRotationZ	def setRotationZ	
KeepName	com.badlogic.gdx.graphics.g3d.decals.Decal#setScale(float,float)	def setScale	
KeepName	com.badlogic.gdx.graphics.g3d.decals.DecalBatch#getSize	def getSize	
KeepName	com.badlogic.gdx.graphics.g3d.decals.DecalBatch#setGroupStrategy	def setGroupStrategy	
KeepName	com.badlogic.gdx.graphics.g3d.decals.DecalMaterial#isOpaque	def isOpaque	
KeepName	com.badlogic.gdx.graphics.g3d.decals.GroupStrategy#getGroupShader	def getGroupShader	
KeepName	com.badlogic.gdx.graphics.g3d.decals.SimpleOrthoGroupStrategy#getGroupShader	def getGroupShader	
KeepName	com.badlogic.gdx.graphics.g3d.environment.AmbientCubemap#getColor	def getColor	
KeepName	com.badlogic.gdx.graphics.g3d.environment.DirectionalLight#setDirection(float,float,float)	def setDirection	
KeepName	com.badlogic.gdx.graphics.g3d.environment.PointLight#setPosition(float,float,float)	def setPosition	
KeepName	com.badlogic.gdx.graphics.g3d.environment.SpotLight#setDirection(float,float,float)	def setDirection	
KeepName	com.badlogic.gdx.graphics.g3d.environment.SpotLight#setPosition(float,float,float)	def setPosition	
KeepName	com.badlogic.gdx.graphics.g3d.environment.SpotLight#setTarget	def setTarget	
KeepName	com.badlogic.gdx.graphics.g3d.model.Node#getChild(String,boolean,boolean)	def getChild	
KeepName	com.badlogic.gdx.graphics.g3d.model.Node#getChild(int)	def getChild	
KeepName	com.badlogic.gdx.graphics.g3d.model.Node#getNode	def getNode	
KeepName	com.badlogic.gdx.graphics.g3d.model.NodePart#setRenderable	def setRenderable	
KeepName	com.badlogic.gdx.graphics.g3d.particles.ParallelArray#getChannel	def getChannel	
KeepName	com.badlogic.gdx.graphics.g3d.particles.ParallelArray$Channel#setCapacity	def setCapacity	
KeepName	com.badlogic.gdx.graphics.g3d.particles.ParallelArray$FloatChannel#setCapacity	def setCapacity	
KeepName	com.badlogic.gdx.graphics.g3d.particles.ParallelArray$IntChannel#setCapacity	def setCapacity	
KeepName	com.badlogic.gdx.graphics.g3d.particles.ParallelArray$ObjectChannel#setCapacity	def setCapacity	
KeepName	com.badlogic.gdx.graphics.g3d.particles.ParticleController#getTransform	def getTransform	
KeepName	com.badlogic.gdx.graphics.g3d.particles.ParticleController#isComplete	def isComplete	
KeepName	com.badlogic.gdx.graphics.g3d.particles.ParticleController#setTransform(float,float,float,float,float,float,float,float)	def setTransform	
KeepName	com.badlogic.gdx.graphics.g3d.particles.ParticleController#setTranslation	def setTranslation	
KeepName	com.badlogic.gdx.graphics.g3d.particles.ParticleEffect#isComplete	def isComplete	
KeepName	com.badlogic.gdx.graphics.g3d.particles.ParticleEffect#setBatch	def setBatch	
KeepName	com.badlogic.gdx.graphics.g3d.particles.ParticleEffect#setTransform	def setTransform	
KeepName	com.badlogic.gdx.graphics.g3d.particles.ParticleEffectLoader#getDependencies	def getDependencies	
KeepName	com.badlogic.gdx.graphics.g3d.particles.ParticleSystem#getRenderables	def getRenderables	
KeepName	com.badlogic.gdx.graphics.g3d.particles.ResourceData#getAssetData	def getAssetData	
KeepName	com.badlogic.gdx.graphics.g3d.particles.ResourceData#getSaveData(String)	def getSaveData	
KeepName	com.badlogic.gdx.graphics.g3d.particles.batches.BillboardParticleBatch#getRenderables	def getRenderables	
KeepName	com.badlogic.gdx.graphics.g3d.particles.batches.BillboardParticleBatch#getShader	def getShader	
KeepName	com.badlogic.gdx.graphics.g3d.particles.batches.BillboardParticleBatch#setVertexData	def setVertexData	
KeepName	com.badlogic.gdx.graphics.g3d.particles.batches.ModelInstanceParticleBatch#getRenderables	def getRenderables	
KeepName	com.badlogic.gdx.graphics.g3d.particles.batches.PointSpriteParticleBatch#getRenderables	def getRenderables	
KeepName	com.badlogic.gdx.graphics.g3d.particles.emitters.Emitter#isComplete	def isComplete	
KeepName	com.badlogic.gdx.graphics.g3d.particles.emitters.Emitter#setParticleCount	def setParticleCount	
KeepName	com.badlogic.gdx.graphics.g3d.particles.emitters.RegularEmitter#isComplete	def isComplete	
KeepName	com.badlogic.gdx.graphics.g3d.particles.renderers.BillboardRenderer#isCompatible	def isCompatible	
KeepName	com.badlogic.gdx.graphics.g3d.particles.renderers.ModelInstanceRenderer#isCompatible	def isCompatible	
KeepName	com.badlogic.gdx.graphics.g3d.particles.renderers.ParticleControllerControllerRenderer#isCompatible	def isCompatible	
KeepName	com.badlogic.gdx.graphics.g3d.particles.renderers.ParticleControllerRenderer#isCompatible	def isCompatible	
KeepName	com.badlogic.gdx.graphics.g3d.particles.renderers.PointSpriteRenderer#isCompatible	def isCompatible	
KeepName	com.badlogic.gdx.graphics.g3d.particles.values.GradientColorValue#getColor(float)	def getColor	
KeepName	com.badlogic.gdx.graphics.g3d.particles.values.GradientColorValue#getColor(float,float[],int)	def getColor	
KeepName	com.badlogic.gdx.graphics.g3d.particles.values.MeshSpawnShapeValue#setMesh(Mesh,Model)	def setMesh	
KeepName	com.badlogic.gdx.graphics.g3d.particles.values.PrimitiveSpawnShapeValue#getSpawnDepth	def getSpawnDepth	
KeepName	com.badlogic.gdx.graphics.g3d.particles.values.PrimitiveSpawnShapeValue#getSpawnHeight	def getSpawnHeight	
KeepName	com.badlogic.gdx.graphics.g3d.particles.values.PrimitiveSpawnShapeValue#getSpawnWidth	def getSpawnWidth	
KeepName	com.badlogic.gdx.graphics.g3d.particles.values.PrimitiveSpawnShapeValue#isEdges	def isEdges	
KeepName	com.badlogic.gdx.graphics.g3d.particles.values.PrimitiveSpawnShapeValue#setDimensions	def setDimensions	
KeepName	com.badlogic.gdx.graphics.g3d.particles.values.RangedNumericValue#setLow(float)	def setLow	
KeepName	com.badlogic.gdx.graphics.g3d.particles.values.RangedNumericValue#setLow(float,float)	def setLow	
KeepName	com.badlogic.gdx.graphics.g3d.particles.values.ScaledNumericValue#getScale	def getScale	
KeepName	com.badlogic.gdx.graphics.g3d.particles.values.ScaledNumericValue#setHigh(float)	def setHigh	
KeepName	com.badlogic.gdx.graphics.g3d.particles.values.ScaledNumericValue#setHigh(float,float)	def setHigh	
KeepName	com.badlogic.gdx.graphics.g3d.particles.values.UnweightedMeshSpawnShapeValue#setMesh	def setMesh	
KeepName	com.badlogic.gdx.graphics.g3d.shaders.BaseShader#getUniformAlias	def getUniformAlias	
KeepName	com.badlogic.gdx.graphics.g3d.shaders.BaseShader#getUniformID	def getUniformID	
KeepName	com.badlogic.gdx.graphics.g3d.shaders.BaseShader$GlobalSetter#isGlobal	def isGlobal	
KeepName	com.badlogic.gdx.graphics.g3d.shaders.BaseShader$LocalSetter#isGlobal	def isGlobal	
KeepName	com.badlogic.gdx.graphics.g3d.shaders.BaseShader$Setter#isGlobal	def isGlobal	
KeepName	com.badlogic.gdx.graphics.g3d.utils.AnimationController#setAnimation(Animation,float,float,int,float,AnimationListener)	def setAnimation	
KeepName	com.badlogic.gdx.graphics.g3d.utils.AnimationController#setAnimation(AnimationDesc)	def setAnimation	
KeepName	com.badlogic.gdx.graphics.g3d.utils.AnimationController#setAnimation(String)	def setAnimation	
KeepName	com.badlogic.gdx.graphics.g3d.utils.AnimationController#setAnimation(String,AnimationListener)	def setAnimation	
KeepName	com.badlogic.gdx.graphics.g3d.utils.AnimationController#setAnimation(String,float,float,int,float,AnimationListener)	def setAnimation	
KeepName	com.badlogic.gdx.graphics.g3d.utils.AnimationController#setAnimation(String,int)	def setAnimation	
KeepName	com.badlogic.gdx.graphics.g3d.utils.AnimationController#setAnimation(String,int,AnimationListener)	def setAnimation	
KeepName	com.badlogic.gdx.graphics.g3d.utils.AnimationController#setAnimation(String,int,float,AnimationListener)	def setAnimation	
KeepName	com.badlogic.gdx.graphics.g3d.utils.BaseAnimationController#getFirstKeyframeIndexAtTime	def getFirstKeyframeIndexAtTime	
KeepName	com.badlogic.gdx.graphics.g3d.utils.BaseShaderProvider#getShader	def getShader	
KeepName	com.badlogic.gdx.graphics.g3d.utils.CameraInputController#setInvertedControls	def setInvertedControls	
KeepName	com.badlogic.gdx.graphics.g3d.utils.DefaultTextureBinder#getBindCount	def getBindCount	
KeepName	com.badlogic.gdx.graphics.g3d.utils.DefaultTextureBinder#getReuseCount	def getReuseCount	
KeepName	com.badlogic.gdx.graphics.g3d.utils.MeshBuilder#getIndices(short[],int)	def getIndices	
KeepName	com.badlogic.gdx.graphics.g3d.utils.MeshBuilder#getVertexTransform	def getVertexTransform	
KeepName	com.badlogic.gdx.graphics.g3d.utils.MeshBuilder#getVertices(float[],int)	def getVertices	
KeepName	com.badlogic.gdx.graphics.g3d.utils.MeshBuilder#isVertexTransformationEnabled	def isVertexTransformationEnabled	
KeepName	com.badlogic.gdx.graphics.g3d.utils.MeshBuilder#setColor(float,float,float,float)	def setColor	
KeepName	com.badlogic.gdx.graphics.g3d.utils.MeshBuilder#setUVRange(TextureRegion)	def setUVRange	
KeepName	com.badlogic.gdx.graphics.g3d.utils.MeshBuilder#setUVRange(float,float,float,float)	def setUVRange	
KeepName	com.badlogic.gdx.graphics.g3d.utils.MeshBuilder#setVertexTransform	def setVertexTransform	
KeepName	com.badlogic.gdx.graphics.g3d.utils.MeshPartBuilder#getVertexTransform	def getVertexTransform	
KeepName	com.badlogic.gdx.graphics.g3d.utils.MeshPartBuilder#isVertexTransformationEnabled	def isVertexTransformationEnabled	
KeepName	com.badlogic.gdx.graphics.g3d.utils.MeshPartBuilder#setColor(Color)	def setColor	
KeepName	com.badlogic.gdx.graphics.g3d.utils.MeshPartBuilder#setColor(float,float,float,float)	def setColor	
KeepName	com.badlogic.gdx.graphics.g3d.utils.MeshPartBuilder#setUVRange(TextureRegion)	def setUVRange	
KeepName	com.badlogic.gdx.graphics.g3d.utils.MeshPartBuilder#setUVRange(float,float,float,float)	def setUVRange	
KeepName	com.badlogic.gdx.graphics.g3d.utils.MeshPartBuilder#setVertexTransform	def setVertexTransform	
KeepName	com.badlogic.gdx.graphics.g3d.utils.MeshPartBuilder#setVertexTransformationEnabled	def setVertexTransformationEnabled	
KeepName	com.badlogic.gdx.graphics.g3d.utils.MeshPartBuilder$VertexInfo#setCol(Color)	def setCol	
KeepName	com.badlogic.gdx.graphics.g3d.utils.MeshPartBuilder$VertexInfo#setCol(float,float,float,float)	def setCol	
KeepName	com.badlogic.gdx.graphics.g3d.utils.MeshPartBuilder$VertexInfo#setNor(Vector3)	def setNor	
KeepName	com.badlogic.gdx.graphics.g3d.utils.MeshPartBuilder$VertexInfo#setNor(float,float,float)	def setNor	
KeepName	com.badlogic.gdx.graphics.g3d.utils.MeshPartBuilder$VertexInfo#setPos(Vector3)	def setPos	
KeepName	com.badlogic.gdx.graphics.g3d.utils.MeshPartBuilder$VertexInfo#setPos(float,float,float)	def setPos	
KeepName	com.badlogic.gdx.graphics.g3d.utils.MeshPartBuilder$VertexInfo#setUV(Vector2)	def setUV	
KeepName	com.badlogic.gdx.graphics.g3d.utils.MeshPartBuilder$VertexInfo#setUV(float,float)	def setUV	
KeepName	com.badlogic.gdx.graphics.g3d.utils.RenderContext#setBlending(boolean,int,int)	def setBlending	
KeepName	com.badlogic.gdx.graphics.g3d.utils.RenderContext#setBlending(boolean,int,int,int,int)	def setBlending	
KeepName	com.badlogic.gdx.graphics.g3d.utils.RenderContext#setCullFace	def setCullFace	
KeepName	com.badlogic.gdx.graphics.g3d.utils.RenderContext#setDepthMask	def setDepthMask	
KeepName	com.badlogic.gdx.graphics.g3d.utils.RenderContext#setDepthTest(int)	def setDepthTest	
KeepName	com.badlogic.gdx.graphics.g3d.utils.RenderContext#setDepthTest(int,float,float)	def setDepthTest	
KeepName	com.badlogic.gdx.graphics.g3d.utils.ShaderProvider#getShader	def getShader	
KeepName	com.badlogic.gdx.graphics.g3d.utils.ShapeCache#getRenderables	def getRenderables	
KeepName	com.badlogic.gdx.graphics.g3d.utils.TextureBinder#getBindCount	def getBindCount	
KeepName	com.badlogic.gdx.graphics.g3d.utils.TextureBinder#getReuseCount	def getReuseCount	
KeepName	com.badlogic.gdx.graphics.glutils.CustomTexture3DData#isManaged	def isManaged	
KeepName	com.badlogic.gdx.graphics.glutils.CustomTexture3DData#isPrepared	def isPrepared	
KeepName	com.badlogic.gdx.graphics.glutils.ETC1#getCompressedDataSize	def getCompressedDataSize	
KeepName	com.badlogic.gdx.graphics.glutils.ETC1#getHeightPKM	def getHeightPKM	
KeepName	com.badlogic.gdx.graphics.glutils.ETC1#getWidthPKM	def getWidthPKM	
KeepName	com.badlogic.gdx.graphics.glutils.ETC1#isValidPKM	def isValidPKM	
KeepName	com.badlogic.gdx.graphics.glutils.ETC1TextureData#getFormat	def getFormat	
KeepName	com.badlogic.gdx.graphics.glutils.ETC1TextureData#isManaged	def isManaged	
KeepName	com.badlogic.gdx.graphics.glutils.ETC1TextureData#isPrepared	def isPrepared	
KeepName	com.badlogic.gdx.graphics.glutils.FacedCubemapData#getTextureData	def getTextureData	
KeepName	com.badlogic.gdx.graphics.glutils.FacedCubemapData#isComplete	def isComplete	
KeepName	com.badlogic.gdx.graphics.glutils.FacedCubemapData#isManaged	def isManaged	
KeepName	com.badlogic.gdx.graphics.glutils.FacedCubemapData#isPrepared	def isPrepared	
KeepName	com.badlogic.gdx.graphics.glutils.FileTextureArrayData#isManaged	def isManaged	
KeepName	com.badlogic.gdx.graphics.glutils.FileTextureArrayData#isPrepared	def isPrepared	
KeepName	com.badlogic.gdx.graphics.glutils.FileTextureData#getFormat	def getFormat	
KeepName	com.badlogic.gdx.graphics.glutils.FileTextureData#isManaged	def isManaged	
KeepName	com.badlogic.gdx.graphics.glutils.FileTextureData#isPrepared	def isPrepared	
KeepName	com.badlogic.gdx.graphics.glutils.FloatTextureData#getFormat	def getFormat	
KeepName	com.badlogic.gdx.graphics.glutils.FloatTextureData#isManaged	def isManaged	
KeepName	com.badlogic.gdx.graphics.glutils.FloatTextureData#isPrepared	def isPrepared	
KeepName	com.badlogic.gdx.graphics.glutils.GLFrameBuffer#getColorBufferHandle	def getColorBufferHandle	
KeepName	com.badlogic.gdx.graphics.glutils.GLFrameBuffer#getFramebufferHandle	def getFramebufferHandle	
KeepName	com.badlogic.gdx.graphics.glutils.GLFrameBuffer#getManagedStatus(StringBuilder)	def getManagedStatus	
KeepName	com.badlogic.gdx.graphics.glutils.GLFrameBuffer#setFrameBufferViewport	def setFrameBufferViewport	
KeepName	com.badlogic.gdx.graphics.glutils.GLFrameBuffer$FrameBufferTextureAttachmentSpec#isColorTexture	def isColorTexture	
KeepName	com.badlogic.gdx.graphics.glutils.GLOnlyTextureData#getFormat	def getFormat	
KeepName	com.badlogic.gdx.graphics.glutils.GLOnlyTextureData#isManaged	def isManaged	
KeepName	com.badlogic.gdx.graphics.glutils.GLOnlyTextureData#isPrepared	def isPrepared	
KeepName	com.badlogic.gdx.graphics.glutils.GLVersion#isVersionEqualToOrHigher	def isVersionEqualToOrHigher	
KeepName	com.badlogic.gdx.graphics.glutils.HdpiUtils#setMode	def setMode	
KeepName	com.badlogic.gdx.graphics.glutils.IndexArray#getBuffer(boolean)	def getBuffer	
KeepName	com.badlogic.gdx.graphics.glutils.IndexArray#setIndices(ShortBuffer)	def setIndices	
KeepName	com.badlogic.gdx.graphics.glutils.IndexArray#setIndices(short[],int,int)	def setIndices	
KeepName	com.badlogic.gdx.graphics.glutils.IndexBufferObject#getBuffer(boolean)	def getBuffer	
KeepName	com.badlogic.gdx.graphics.glutils.IndexBufferObject#setIndices(ShortBuffer)	def setIndices	
KeepName	com.badlogic.gdx.graphics.glutils.IndexBufferObject#setIndices(short[],int,int)	def setIndices	
KeepName	com.badlogic.gdx.graphics.glutils.IndexBufferObjectSubData#getBuffer(boolean)	def getBuffer	
KeepName	com.badlogic.gdx.graphics.glutils.IndexBufferObjectSubData#setIndices(ShortBuffer)	def setIndices	
KeepName	com.badlogic.gdx.graphics.glutils.IndexBufferObjectSubData#setIndices(short[],int,int)	def setIndices	
KeepName	com.badlogic.gdx.graphics.glutils.IndexData#getBuffer(boolean)	def getBuffer	
KeepName	com.badlogic.gdx.graphics.glutils.IndexData#setIndices(ShortBuffer)	def setIndices	
KeepName	com.badlogic.gdx.graphics.glutils.IndexData#setIndices(short[],int,int)	def setIndices	
KeepName	com.badlogic.gdx.graphics.glutils.InstanceBufferObject#getBuffer(boolean)	def getBuffer	
KeepName	com.badlogic.gdx.graphics.glutils.InstanceBufferObject#setBuffer	def setBuffer	
KeepName	com.badlogic.gdx.graphics.glutils.InstanceBufferObject#setInstanceData(FloatBuffer,int)	def setInstanceData	
KeepName	com.badlogic.gdx.graphics.glutils.InstanceBufferObject#setInstanceData(float[],int,int)	def setInstanceData	
KeepName	com.badlogic.gdx.graphics.glutils.InstanceBufferObjectSubData#getBuffer(boolean)	def getBuffer	
KeepName	com.badlogic.gdx.graphics.glutils.InstanceBufferObjectSubData#setInstanceData(FloatBuffer,int)	def setInstanceData	
KeepName	com.badlogic.gdx.graphics.glutils.InstanceBufferObjectSubData#setInstanceData(float[],int,int)	def setInstanceData	
KeepName	com.badlogic.gdx.graphics.glutils.InstanceData#getBuffer(boolean)	def getBuffer	
KeepName	com.badlogic.gdx.graphics.glutils.InstanceData#setInstanceData(FloatBuffer,int)	def setInstanceData	
KeepName	com.badlogic.gdx.graphics.glutils.InstanceData#setInstanceData(float[],int,int)	def setInstanceData	
KeepName	com.badlogic.gdx.graphics.glutils.KTXTextureData#getData	def getData	
KeepName	com.badlogic.gdx.graphics.glutils.KTXTextureData#getFormat	def getFormat	
KeepName	com.badlogic.gdx.graphics.glutils.KTXTextureData#isManaged	def isManaged	
KeepName	com.badlogic.gdx.graphics.glutils.KTXTextureData#isPrepared	def isPrepared	
KeepName	com.badlogic.gdx.graphics.glutils.MipMapGenerator#setUseHardwareMipMap	def setUseHardwareMipMap	
KeepName	com.badlogic.gdx.graphics.glutils.MipMapTextureData#getFormat	def getFormat	
